Fecha,Total,Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeralausi),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerqvdo),Vlan200(routerqvdo),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routermanta),Vlan100(routertena),Vlan200(routertena),Vlan100(routerbalzar),Vlan200(routermanta),Vlan200(routerbalzar),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerbalsas),Vlan200(routerbalsas),Vlan100(routeresmeraldas),Vlan100(routermontecristi),Vlan200(routermontecristi),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routeresmeraldas2),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routercoca),Vlan200(routercoca),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan200(routeresmeraldas2),Vlan2003(routergyea),Vlan1004(routergyei)
2020-05-25 14:00 - 16:00,776.91,1.21,2.25,7.99,6.59,-,4.38,0.03,-,0.71,0.82,1.13,1.26,0.66,0.52,0.01,0.01,0.36,0.11,0.0,0.57,0.67,0.07,0.0,0.25,0.0,0.43,0.34,3.48,4.03,0.33,0.28,5.11,6.05,0.65,-,1.25,1.28,1.78,0.0,7.82,6.3,0.0,0.0,0.31,0.46,4.0,5.76,0.32,0.76,0.69,0.65,8.0,0.77,0.23,0.56,7.89,-,4.87,4.02,3.6,4.08,4.55,6.39,0.1,0.0,0.11,0.29,-,0.22,-,0.13,0.0,0.72,0.7,1.52,1.28,0.26,0.55,0.57,1.52,0.0,0.08,0.01,0.04,0.06,0.08,0.24,0.0,-,0.0,0.46,0.0,3.15,0.87,0.64,0.58,0.29,0.37,0.0,12.42,15.76,-,5.31,4.13,1.96,16.03,16.03,1.53,2.16,19.9,15.56,14.47,13.39,12.13,15.08,9.2,9.21,13.46,14.79,9.25,9.99,6.73,6.65,0.13,0.99,1.64,0.7,0.2,0.07,0.0,6.39,6.55,6.77,6.88,18.09,19.41,16.3,13.0,11.29,10.47,5.5,8.28,8.4,10.23,13.36,12.37,4.38,2.07,18.13,14.82,15.95,10.55,16.14,15.41,16.41,9.68,20.52,17.73,14.34,7.66,8.72,6.51,6.1,3.92,-,-,-,-,-,-,4.21,-,-
2020-05-25 16:00 - 18:00,779.48,1.32,2.29,7.99,6.62,-,4.4,0.07,-,0.82,0.85,1.11,1.4,0.65,0.51,0.01,0.01,0.38,0.13,0.0,0.6,0.67,0.09,0.0,0.24,0.0,0.4,0.33,3.59,4.0,0.29,0.27,5.14,6.17,0.64,-,1.25,1.29,1.84,1.45,-,6.37,0.0,0.0,0.35,0.46,4.3,5.88,0.29,0.77,0.74,0.64,-,0.82,0.18,0.58,7.96,-,4.81,3.94,3.71,4.37,4.49,6.38,0.18,0.0,0.1,0.26,-,0.22,-,0.17,0.0,0.83,0.71,1.54,1.24,0.34,0.63,0.59,1.62,0.0,0.07,0.01,0.04,0.04,0.11,0.25,0.0,-,0.0,0.5,0.0,3.18,0.85,0.66,0.58,0.28,0.35,0.0,12.76,16.15,-,5.55,4.47,1.96,16.85,16.85,1.43,2.15,20.38,16.33,14.76,13.39,12.86,15.52,9.62,9.86,13.86,15.06,9.45,10.47,6.73,6.65,0.11,0.98,1.64,0.68,0.13,0.09,0.0,6.4,6.55,6.99,7.15,18.7,20.09,16.73,13.97,11.78,11.13,5.97,8.76,9.16,10.81,13.92,12.41,4.43,2.21,18.13,14.95,15.89,10.46,16.14,14.99,16.33,9.41,21.01,17.68,14.06,7.79,9.05,6.5,6.12,3.81,-,-,-,-,-,-,4.03,-,-
2020-05-25 18:00 - 20:00,777.31,1.41,2.44,7.99,6.57,-,4.61,0.06,-,0.8,0.82,1.12,1.3,0.72,0.44,0.01,0.01,0.42,0.12,0.0,0.68,0.69,0.09,0.0,0.28,0.0,0.42,0.41,3.67,4.11,0.3,0.28,5.4,6.57,0.65,-,1.24,1.26,0.88,1.35,-,6.59,0.0,0.0,0.36,0.38,4.26,6.02,0.35,0.78,0.75,0.69,-,0.93,0.17,0.57,7.96,-,4.95,4.14,3.87,4.69,4.19,5.81,0.18,0.0,0.09,0.24,-,0.24,-,0.1,0.0,0.85,0.68,1.55,1.36,0.3,0.53,0.6,1.47,0.0,0.09,0.01,0.04,0.06,0.11,0.28,0.0,-,0.0,0.46,0.0,3.16,0.89,0.75,0.66,0.29,0.37,0.0,12.65,15.7,-,5.55,4.47,1.88,16.85,16.85,1.49,1.95,20.79,15.98,14.76,13.08,12.09,15.09,9.28,9.41,13.86,15.06,9.14,10.43,6.37,6.03,0.1,0.97,1.52,0.69,0.1,0.09,0.0,6.29,6.75,6.99,7.46,18.7,20.3,16.73,13.84,11.78,11.13,5.82,8.76,9.47,11.04,13.68,12.68,4.82,2.4,17.53,14.68,15.58,10.92,16.3,15.02,16.27,9.24,21.18,17.57,14.4,8.01,8.8,7.04,6.07,3.96,-,-,-,-,-,-,3.86,-,-
2020-05-25 20:00 - 22:00,817.17,1.43,2.46,-,7.2,-,5.08,0.07,-,0.91,0.94,1.16,1.26,0.83,0.55,0.01,0.01,0.43,0.12,0.0,0.67,0.71,0.09,0.0,0.28,0.0,0.49,0.46,3.95,4.48,0.32,0.29,5.6,7.16,0.74,-,1.24,1.41,0.96,1.42,-,7.39,0.0,0.0,0.37,0.39,4.58,6.5,0.35,0.92,0.78,0.82,-,0.93,0.19,0.63,-,-,5.34,4.64,4.17,5.16,4.3,5.98,0.14,0.0,0.14,0.25,-,0.26,-,0.17,0.0,0.9,0.74,1.59,1.4,0.34,0.45,0.61,1.47,0.0,0.1,0.02,0.05,0.07,0.1,0.21,0.0,-,0.0,0.48,0.0,3.39,0.86,0.7,0.76,0.29,0.47,0.0,15.12,17.82,-,5.69,4.52,2.01,17.92,17.92,1.54,1.99,20.35,15.67,15.16,13.5,12.21,15.6,9.91,9.67,14.1,15.25,9.69,10.85,7.17,7.06,0.16,0.94,1.7,0.87,0.12,0.05,0.0,7.37,7.53,8.31,8.69,18.99,20.73,15.99,13.64,11.76,10.46,5.92,8.25,11.78,12.7,15.3,13.35,5.27,2.52,20.39,16.33,18.23,11.94,17.91,16.78,18.04,10.51,23.61,20.17,16.01,8.76,9.9,7.7,6.84,4.44,-,-,-,-,-,-,4.32,-,-
2020-05-25 22:00 - 24:00,820.54,1.44,2.42,7.98,7.05,-,4.94,0.06,-,0.85,0.94,1.03,1.21,0.78,0.5,0.01,0.01,0.38,0.12,0.0,0.67,0.66,0.05,0.0,0.24,0.0,0.49,0.44,3.8,4.29,0.29,0.28,5.4,6.7,0.69,-,1.23,1.36,0.91,1.38,-,7.11,0.0,0.0,0.34,0.36,4.36,6.38,0.32,0.92,0.75,0.72,7.85,0.9,0.16,0.6,7.86,-,5.14,4.56,4.21,5.16,4.09,5.98,0.1,0.0,0.12,0.27,-,0.23,-,0.13,0.0,0.84,0.74,1.56,1.4,0.27,0.46,0.49,1.25,0.0,0.1,0.02,0.05,0.08,0.09,0.21,0.0,-,0.0,0.43,0.0,3.39,0.84,0.67,0.65,0.24,0.43,0.0,14.5,16.82,-,5.51,4.38,1.82,16.63,16.63,1.52,1.87,19.41,15.48,15.16,13.5,12.21,15.6,9.41,9.49,14.07,15.22,9.69,10.85,7.17,7.04,0.18,1.01,1.65,0.79,0.12,0.05,0.0,7.37,7.36,8.16,8.6,18.21,20.39,15.71,13.16,11.66,10.38,5.76,8.22,11.78,12.7,14.69,13.32,5.0,2.49,20.04,16.33,17.58,11.8,17.91,16.74,18.04,10.36,22.93,19.21,15.52,8.06,9.53,7.32,6.4,4.23,-,-,-,-,-,-,4.32,-,-
2020-05-26 00:00 - 02:00,572.52,0.89,1.61,7.18,5.44,-,3.22,0.07,-,0.61,0.65,0.8,0.78,0.49,0.32,0.0,0.01,0.23,0.08,0.0,0.38,0.42,0.02,0.0,0.16,0.0,0.3,0.26,2.7,3.03,0.18,0.21,3.98,4.68,0.41,-,0.8,1.03,0.69,0.93,7.44,4.95,0.0,0.0,0.19,0.29,2.74,4.42,0.18,0.53,0.47,0.39,7.32,0.52,0.11,0.28,6.3,-,3.35,2.77,2.85,3.23,2.96,3.98,0.06,0.0,0.05,0.21,-,0.16,-,0.06,0.0,0.48,0.45,0.86,0.62,0.18,0.31,0.28,0.74,0.0,0.06,0.01,0.04,0.07,0.05,0.15,0.0,-,0.0,0.22,0.0,2.6,0.66,0.4,0.45,0.17,0.2,0.0,8.55,10.19,-,3.61,2.8,1.0,10.61,10.61,0.9,1.09,12.33,9.74,9.39,8.57,7.88,10.01,6.93,6.78,10.16,11.2,6.77,7.3,5.64,5.28,0.17,0.78,1.39,0.61,0.14,0.04,0.0,5.52,5.81,5.82,6.05,11.35,12.72,10.32,8.76,7.78,6.99,3.79,5.54,8.8,9.38,9.94,8.96,3.8,1.74,14.16,12.19,11.83,9.39,12.89,12.55,12.79,7.4,16.39,14.06,9.77,5.29,7.06,5.74,4.09,2.46,-,-,-,-,-,-,3.51,-,-
2020-05-26 02:00 - 04:00,242.4,0.46,0.8,3.64,2.6,-,1.31,0.06,-,0.26,0.22,0.26,0.33,0.25,0.14,0.0,0.0,0.09,0.01,0.0,0.15,0.22,0.02,0.0,0.11,0.0,0.13,0.09,1.22,1.31,0.06,0.14,1.74,2.24,0.22,-,0.29,0.37,0.32,0.37,2.97,2.23,0.0,0.0,0.11,0.15,1.2,1.86,0.08,0.21,0.19,0.13,3.0,0.31,0.03,0.1,2.72,-,1.44,1.13,1.08,1.57,1.1,1.83,0.02,0.0,0.06,0.07,-,0.04,-,0.04,0.0,0.19,0.21,0.38,0.19,0.05,0.2,0.09,0.27,0.0,0.01,0.04,0.02,0.01,0.02,0.04,0.0,-,0.0,0.16,0.0,1.24,0.23,0.2,0.19,0.07,0.05,0.0,3.07,3.46,-,1.39,1.0,0.37,4.04,4.04,0.45,0.52,5.06,3.85,3.8,3.61,3.24,4.3,2.98,2.7,4.09,4.47,2.42,3.01,2.62,2.33,0.08,0.41,0.77,0.25,0.05,0.02,0.0,3.02,2.34,2.66,3.07,4.6,5.11,4.05,3.4,3.25,2.68,1.52,2.69,3.52,4.28,4.3,4.07,1.54,0.94,5.78,5.27,5.01,4.71,6.47,5.65,5.36,3.2,6.95,6.27,3.81,2.14,2.78,2.46,1.52,0.84,-,-,-,-,-,-,1.75,-,-
2020-05-26 04:00 - 06:00,139.11,0.31,0.49,1.82,1.43,-,0.82,0.01,-,0.18,0.13,0.2,0.24,0.15,0.06,0.0,0.0,0.08,0.02,0.0,0.21,0.11,0.01,0.0,0.05,0.0,0.09,0.06,0.77,0.81,0.07,0.09,0.73,0.99,0.09,-,0.2,0.16,0.29,0.33,1.45,1.04,0.0,0.0,0.07,0.09,0.74,1.13,0.09,0.15,0.1,0.1,1.59,0.16,0.02,0.08,1.56,-,0.83,0.67,0.68,0.88,0.72,1.4,0.01,0.0,0.07,0.04,-,0.04,-,0.07,0.0,0.15,0.14,0.28,0.38,0.04,0.1,0.18,0.36,0.0,0.01,0.04,0.01,0.01,0.01,0.07,0.0,-,0.0,0.12,0.0,0.57,0.18,0.22,0.2,0.06,0.05,0.0,2.73,2.81,-,1.02,0.8,0.48,3.18,3.18,0.4,0.44,3.24,2.39,2.4,2.44,1.84,2.7,1.75,1.54,2.42,2.82,1.83,1.79,1.4,0.97,0.02,0.26,0.41,0.23,0.05,0.0,0.0,1.57,1.07,1.47,1.75,3.0,3.47,2.63,2.36,1.9,1.62,0.99,1.41,2.59,2.27,1.68,1.99,0.94,0.57,2.52,2.45,2.52,1.88,2.37,2.18,2.18,1.26,3.4,2.89,2.19,1.17,1.43,1.41,0.91,0.67,-,-,-,-,-,-,0.9,-,-
2020-05-26 06:00 - 08:00,348.95,0.65,1.05,3.58,2.78,-,1.86,0.01,-,0.44,0.39,0.44,0.48,0.37,0.16,0.0,0.0,0.19,0.06,0.0,0.23,0.29,0.02,0.0,0.11,0.0,0.2,0.23,1.46,1.72,0.12,0.1,2.04,2.12,0.28,-,0.63,0.7,0.42,0.65,3.84,2.81,0.0,0.0,0.1,0.13,2.28,3.1,0.13,0.34,0.39,0.3,4.17,0.37,0.1,0.28,3.83,-,2.43,2.01,1.78,2.3,1.88,2.79,0.08,0.0,0.05,0.1,-,0.18,-,0.08,0.0,0.38,0.38,0.83,0.59,0.12,0.24,0.33,0.82,0.0,0.03,0.02,0.02,0.03,0.04,0.17,0.0,-,0.0,0.26,0.0,1.26,0.52,0.36,0.28,0.1,0.14,0.0,6.86,8.29,-,2.97,2.13,1.17,8.91,8.91,0.83,0.95,8.71,7.38,6.69,5.95,5.39,7.28,4.76,4.35,6.8,6.91,4.56,5.17,2.8,2.31,0.04,0.74,0.78,0.47,0.13,0.03,0.0,2.7,2.86,3.11,3.45,8.52,9.15,6.84,5.86,5.24,4.69,2.74,3.64,5.04,5.92,5.09,4.92,2.21,1.02,5.96,5.73,5.57,3.79,6.2,5.23,5.23,3.0,8.14,7.0,5.76,3.15,3.64,3.01,2.4,1.69,-,-,-,-,-,-,1.62,-,-
2020-05-26 08:00 - 10:00,536.69,0.92,1.54,5.82,4.42,-,3.13,0.01,-,0.62,0.78,0.72,0.83,0.43,0.33,0.0,0.08,0.29,0.09,0.0,0.43,0.43,0.04,0.0,0.19,0.0,0.32,0.28,2.54,2.68,0.21,0.21,3.45,3.67,0.46,-,0.86,0.98,0.61,0.96,6.29,4.53,0.0,0.0,0.28,0.27,3.12,4.0,0.24,0.53,0.54,0.45,6.54,0.65,0.12,0.43,5.93,-,3.85,3.11,2.73,3.32,2.98,4.29,0.06,0.0,0.1,0.2,-,0.21,-,0.09,0.0,0.55,0.49,1.05,0.84,0.27,0.62,0.43,0.94,0.0,0.05,0.02,0.02,0.03,0.04,0.21,0.0,-,0.0,0.31,0.0,2.17,0.65,0.53,0.41,0.17,0.24,0.0,9.23,12.29,-,3.56,2.99,1.36,11.88,11.88,1.03,1.45,12.81,10.56,9.01,7.56,8.33,10.08,6.65,6.21,9.04,10.6,6.24,6.84,4.62,3.88,0.12,0.91,1.29,0.54,0.13,0.08,0.0,4.3,5.08,5.02,5.35,11.71,13.27,9.83,8.13,7.81,7.36,3.62,4.94,6.87,8.38,9.2,8.27,3.3,1.6,12.03,10.32,10.78,6.85,11.08,10.14,10.21,5.74,14.21,11.25,9.71,5.42,5.82,4.68,4.23,2.86,-,-,-,-,-,-,2.89,-,-
2020-05-26 10:00 - 12:00,619.46,1.12,1.94,6.86,5.16,-,3.6,0.04,-,0.7,0.81,0.78,0.97,0.66,0.39,0.01,0.08,0.29,0.09,0.0,0.47,0.55,0.07,0.0,0.2,0.0,0.34,0.36,2.89,2.99,0.21,0.25,4.25,4.67,0.54,-,0.96,1.13,0.66,1.17,7.95,5.16,0.0,0.0,0.28,0.37,3.28,4.7,0.31,0.63,0.65,0.55,7.55,0.72,0.13,0.48,6.66,-,4.34,3.38,3.23,3.65,3.53,4.89,0.08,0.0,0.14,0.21,-,0.21,-,0.13,0.0,0.6,0.49,1.17,0.84,0.27,0.42,0.41,1.01,0.0,0.05,0.02,0.02,0.02,0.06,0.17,0.0,-,0.0,0.37,0.0,2.58,0.68,0.57,0.54,0.19,0.26,0.0,9.93,12.63,-,4.09,3.36,1.63,12.88,12.88,1.13,2.04,14.85,11.8,10.54,9.33,9.0,10.85,6.92,6.89,9.58,10.6,6.7,7.66,5.6,5.45,0.14,1.06,1.62,0.66,0.14,0.05,0.0,4.79,5.77,5.59,5.96,13.96,14.86,11.43,9.31,8.82,7.65,4.34,5.83,7.4,9.66,11.25,9.67,3.63,1.86,14.28,14.42,12.9,8.5,13.07,12.32,13.05,7.37,16.86,13.67,11.38,6.45,7.01,5.38,5.11,3.41,-,-,-,-,-,-,3.31,-,-
2020-05-26 12:00 - 14:00,679.42,1.23,2.29,7.91,6.25,-,4.17,0.02,-,0.81,0.84,0.8,1.06,0.62,0.44,0.01,0.01,0.28,0.12,0.0,0.56,0.59,0.07,0.0,0.26,0.0,0.47,0.44,3.12,3.6,0.26,0.21,4.77,5.51,0.65,-,1.06,1.2,0.68,1.29,7.96,5.85,0.0,0.0,0.29,0.36,3.43,4.97,0.3,0.69,0.73,0.6,7.97,0.74,0.14,0.49,7.29,-,4.61,3.79,3.32,3.96,3.87,5.47,0.16,0.0,0.09,0.23,-,0.28,-,0.12,0.0,0.71,0.53,1.5,1.0,0.26,0.48,0.47,1.02,0.0,0.14,0.01,0.07,0.04,0.08,0.19,0.0,-,0.0,0.42,0.0,2.56,0.63,0.55,0.51,0.24,0.29,0.0,10.35,13.0,-,4.31,3.58,1.69,13.35,13.35,1.17,1.8,15.86,12.43,11.92,9.98,9.61,11.96,7.59,7.2,10.37,11.17,6.89,7.81,6.23,6.38,0.21,1.23,1.53,0.88,0.14,0.07,0.0,5.47,6.5,6.27,6.49,14.62,16.15,12.37,10.65,9.06,8.0,4.43,6.8,7.97,10.05,12.72,11.72,4.56,1.88,16.22,13.85,15.34,9.96,15.08,13.99,15.21,8.47,19.27,15.77,12.86,7.01,7.99,6.11,5.57,3.62,-,-,-,-,-,-,4.25,-,-
2020-05-26 14:00 - 16:00,777.77,1.23,2.36,7.91,6.91,-,4.58,0.02,-,0.8,0.85,1.09,1.19,0.71,0.5,0.01,0.01,0.38,0.15,0.0,0.61,0.72,0.07,0.0,0.33,0.0,0.5,0.43,3.76,3.96,0.38,0.24,5.44,6.1,0.65,-,1.18,1.35,0.79,1.53,-,6.79,0.0,0.0,0.32,0.39,4.24,6.01,0.36,0.79,0.76,0.7,-,0.77,0.18,0.62,7.92,-,4.77,4.13,4.11,4.69,4.41,6.65,0.13,0.0,0.1,0.23,-,0.31,-,0.14,0.0,0.76,0.64,1.58,1.26,0.29,0.52,0.55,1.2,0.0,0.08,0.01,0.05,0.06,0.08,0.35,0.0,-,0.0,0.57,0.0,2.75,0.73,0.7,0.62,0.26,0.31,0.0,13.18,15.57,-,5.62,4.5,1.86,16.72,16.72,1.47,2.14,19.87,15.52,14.33,13.18,13.04,15.3,9.34,9.42,14.08,14.34,9.14,10.15,6.85,6.75,0.14,1.33,1.57,1.03,0.2,0.07,0.0,6.26,7.06,6.77,6.98,18.66,19.48,15.98,12.99,11.2,10.36,5.75,8.0,8.83,10.74,13.87,12.72,4.88,2.09,18.39,15.3,16.22,11.18,17.17,15.17,15.97,9.13,22.1,17.79,14.32,8.29,9.39,6.6,6.11,4.19,-,-,-,-,-,-,4.69,-,-
2020-05-26 16:00 - 18:00,780.91,1.33,2.5,-,6.76,-,4.57,0.04,-,0.93,0.87,1.11,1.31,0.77,0.47,0.02,0.01,0.37,0.14,0.0,0.61,0.73,0.06,0.0,0.33,0.0,0.46,0.41,3.48,3.96,0.39,0.27,5.24,6.62,0.61,-,1.14,1.38,0.88,1.53,-,6.79,0.0,0.0,0.34,0.4,4.28,5.97,0.39,0.85,0.86,0.7,-,0.91,0.17,0.58,8.0,-,4.93,4.21,4.11,4.83,4.76,6.79,0.2,0.0,0.09,0.25,-,0.38,-,0.13,0.0,0.87,0.76,1.45,1.37,0.34,0.55,0.62,1.33,0.0,0.07,0.03,0.05,0.05,0.11,0.35,0.0,-,0.0,0.57,0.0,2.75,0.83,0.74,0.63,0.26,0.36,0.0,13.18,16.41,-,5.62,4.81,1.99,16.72,16.72,1.47,1.93,20.58,16.32,14.57,13.49,13.04,15.92,9.48,9.52,14.08,15.08,9.59,10.88,6.77,6.67,0.14,1.33,1.64,0.91,0.16,0.1,0.0,6.55,7.03,7.11,7.38,18.82,20.08,16.64,13.55,11.89,10.87,6.22,8.41,9.42,10.89,13.87,12.72,4.88,2.2,18.24,15.3,16.15,11.18,17.17,15.32,15.8,9.21,21.32,17.79,14.2,7.56,8.97,6.15,5.83,3.88,-,-,-,-,-,-,4.8,-,-
2020-05-26 18:00 - 20:00,793.63,1.35,2.32,7.92,6.83,-,4.73,0.03,-,0.96,0.87,1.18,1.41,0.73,0.64,0.01,0.01,0.44,0.14,0.0,0.66,0.7,0.06,0.0,0.3,0.0,0.51,0.44,3.86,4.29,0.28,0.3,5.42,6.46,0.69,-,1.08,1.29,0.89,1.49,-,6.79,0.0,0.0,0.36,0.43,4.32,6.44,0.42,0.85,0.8,0.77,-,0.91,0.15,0.58,7.98,-,5.21,4.4,4.07,4.9,4.85,6.32,0.14,0.0,0.1,0.25,-,0.38,-,0.13,0.0,0.76,0.79,1.52,1.37,0.34,0.53,0.61,1.4,0.0,0.09,0.02,0.07,0.05,0.08,0.3,0.0,-,0.0,0.58,0.0,2.7,0.83,0.64,0.66,0.25,0.43,0.0,13.16,16.73,-,5.43,4.81,1.91,16.59,16.59,1.53,2.09,20.58,16.32,14.79,12.87,12.43,15.92,9.48,9.52,14.1,15.08,9.59,10.85,6.88,6.72,0.16,0.96,1.9,0.89,0.17,0.1,0.0,6.49,7.15,7.56,7.77,18.79,20.08,15.99,13.55,11.89,10.66,6.09,8.41,10.18,11.16,13.87,12.68,4.98,2.3,18.0,15.33,16.73,11.05,16.9,15.75,15.65,8.75,21.49,18.49,14.52,7.9,9.15,6.75,6.11,4.17,-,-,-,-,-,-,5.21,-,-
2020-05-26 20:00 - 22:00,852.32,1.42,2.55,-,7.23,-,5.12,0.03,-,1.01,0.93,1.39,1.45,0.82,0.64,0.01,0.01,0.37,0.14,0.0,0.8,0.74,0.07,0.0,0.3,0.0,0.56,0.51,4.11,4.4,0.28,0.29,5.69,6.73,0.8,-,1.26,1.34,1.02,1.55,-,7.35,0.0,0.0,0.33,0.42,4.74,6.75,0.35,0.97,0.94,0.85,-,0.99,0.18,0.63,7.87,-,5.7,5.21,4.39,5.19,4.44,6.27,0.13,0.0,0.12,0.28,-,0.37,-,0.13,0.0,0.82,0.76,1.67,1.45,0.39,0.61,0.62,1.31,0.0,0.09,0.05,0.07,0.06,0.08,0.3,0.0,-,0.0,0.63,0.0,2.84,0.94,0.68,0.76,0.26,0.43,0.0,15.55,17.84,-,5.87,4.76,1.99,18.21,18.21,1.59,2.09,20.57,16.76,15.78,14.61,12.59,16.74,9.71,10.26,15.0,15.72,10.65,11.9,7.55,7.32,0.12,1.19,2.09,1.0,0.13,0.08,0.0,7.52,7.72,8.59,9.09,19.15,20.96,17.4,13.89,12.06,11.42,6.11,9.02,12.22,13.3,15.13,13.67,5.62,2.59,20.77,17.31,18.26,12.03,18.53,17.6,18.06,10.42,24.89,20.46,16.17,8.99,10.36,7.9,6.81,4.51,-,-,-,-,-,-,4.85,-,-
2020-05-26 22:00 - 24:00,837.62,1.42,2.55,-,7.18,-,5.01,0.03,-,0.97,0.93,1.28,1.33,0.76,0.55,0.01,0.01,0.35,0.13,0.0,0.72,0.7,0.05,0.0,0.25,0.0,0.46,0.49,3.93,4.26,0.28,0.27,5.66,6.57,0.74,-,1.17,1.23,1.02,1.45,-,7.05,0.0,0.0,0.3,0.38,4.74,6.72,0.34,0.9,0.88,0.76,7.95,0.99,0.25,0.57,7.86,-,5.49,4.97,4.39,5.19,4.33,6.14,0.11,0.0,0.11,0.22,-,0.26,-,0.1,0.0,0.73,0.67,1.61,1.43,0.27,0.53,0.59,1.2,0.0,0.07,0.05,0.04,0.06,0.07,0.21,0.0,-,0.0,0.47,0.0,2.84,0.87,0.62,0.72,0.24,0.4,0.0,15.22,17.75,-,5.87,4.73,1.96,17.34,17.34,1.56,1.93,20.42,16.43,15.78,14.61,12.59,16.74,9.51,9.97,15.0,15.72,10.51,11.74,7.43,7.32,0.17,1.09,1.94,0.9,0.11,0.11,0.0,7.34,7.72,8.59,8.79,17.58,19.96,16.14,12.89,11.07,10.74,5.77,8.61,11.99,13.3,14.7,13.45,5.62,2.46,20.77,17.31,18.26,12.03,17.93,17.05,17.48,10.39,23.67,19.96,15.52,8.66,10.36,7.51,6.45,4.42,-,-,-,-,-,-,4.85,-,-
